CO_ID;DATA;CL_ID;CL_GENERO;CL_EC;CL_FHL;CL_SEG;QTD_ITENS_DISTINTOS;QTD_UNIDADES;QTD_CATEGORIAS_DISTINTAS
471284;2021-01-13;822;M;2;3;B;34;40;6
471383;2021-01-13;724;M;1;0;B;23;23;6
471445;2021-01-13;45;M;2;0;A;65;77;5
471456;2021-01-13;28;F;1;2;B;44;51;3
471528;2021-01-13;8;F;3;0;B;6;6;4
471598;2021-01-13;422;F;2;4;C;66;78;6
471636;2021-01-13;512;M;4;0;B;19;20;5
471735;2021-01-13;312;M;1;0;A;34;35;5
471786;2021-01-13;145;M;3;0;B;13;13;4
471840;2021-01-13;69;M;4;3;A;32;36;4
471842;2021-01-13;886;F;5;1;B;41;46;5
471930;2021-01-13;826;F;2;0;C;17;19;6
472028;2021-01-13;642;M;2;3;B;61;69;6
472099;2021-01-13;502;M;4;0;C;45;49;4
472136;2021-01-13;202;M;1;0;B;58;62;6
472209;2021-01-13;503;F;2;1;B;46;51;5
472293;2021-01-13;341;M;2;0;C;35;38;6
472344;2021-01-13;311;F;4;0;C;56;69;6
472354;2021-01-13;844;F;5;1;A;64;71;7
472382;2021-01-13;29;M;2;0;B;56;61;5
472432;2021-01-13;881;F;5;1;C;45;51;6
472455;2021-01-13;924;F;2;2;B;13;14;3
472524;2021-01-13;278;F;3;2;C;59;75;6
472585;2021-01-13;770;M;2;3;B;73;81;5
472594;2021-01-13;649;F;3;0;B;52;57;7
472687;2021-01-13;356;M;2;4;A;44;48;5
472713;2021-01-13;290;F;1;0;B;60;73;6
472716;2021-01-13;904;M;1;2;B;70;85;5
472799;2021-01-13;284;M;4;1;B;71;80;7
472806;2021-01-13;251;F;2;0;C;9;9;3
472814;2021-01-13;395;F;4;1;B;68;83;6
472889;2021-01-13;487;F;3;0;C;12;13;3
472963;2021-01-13;838;F;1;0;C;10;10;5
472970;2021-01-13;799;M;4;3;C;69;78;6
473041;2021-01-13;685;F;4;0;B;54;63;6
473116;2021-01-13;791;F;1;0;B;28;28;3
473210;2021-01-13;841;M;1;0;B;69;78;6
473305;2021-01-13;107;F;2;0;C;48;52;6
473314;2021-01-13;73;M;1;0;A;54;59;6
473403;2021-01-13;274;M;1;1;B;7;8;3
473450;2021-01-13;956;M;5;1;C;69;79;5
473480;2021-01-13;937;M;3;4;C;14;15;5
473496;2021-01-13;81;F;2;0;B;14;14;6
473565;2021-01-13;341;M;2;0;C;40;41;6
473606;2021-01-13;198;M;4;0;B;47;54;6
473641;2021-01-13;879;M;2;2;C;42;47;6
473654;2021-01-13;974;M;4;1;B;51;52;5
473716;2021-01-13;464;M;2;2;B;28;28;5
473780;2021-01-17;581;F;4;2;C;46;55;6
473791;2021-01-17;950;M;3;0;C;42;48;6
473879;2021-01-17;979;F;3;0;A;58;65;6
473929;2021-01-17;103;M;3;4;B;51;58;6
473937;2021-01-17;371;F;4;0;B;41;47;4
473973;2021-01-17;638;M;3;1;B;2;2;1
474064;2021-01-17;647;M;1;0;C;70;83;7
474094;2021-01-17;826;F;2;0;C;54;63;6
474131;2021-01-17;583;F;2;0;B;51;60;6
474160;2021-01-17;700;F;4;2;C;3;3;1
474210;2021-01-17;475;F;4;3;B;29;30;4
474261;2021-01-17;805;F;3;0;C;43;45;6
474274;2021-01-17;264;F;4;1;B;11;13;3
474323;2021-01-17;740;F;1;4;C;2;2;1
474391;2021-01-17;230;M;1;4;A;6;6;4
474392;2021-01-17;262;M;1;2;B;14;15;4
474418;2021-01-17;760;F;2;0;A;74;88;5
474514;2021-01-17;163;F;3;0;A;63;73;5
474546;2021-01-17;27;F;1;0;B;11;12;4
474618;2021-01-17;864;F;1;3;B;47;54;5
474643;2021-01-17;342;M;3;0;B;33;36;5
474677;2021-01-17;413;M;3;2;B;56;62;5
474775;2021-01-17;393;F;4;0;B;73;89;7
474792;2021-01-17;293;M;4;0;B;58;64;5
474844;2021-01-17;286;M;4;0;B;69;79;7
474846;2021-01-17;162;F;1;1;B;23;24;5
474880;2021-01-17;571;F;2;0;B;42;43;5
474901;2021-01-17;31;F;1;0;C;22;22;4
474954;2021-01-17;373;F;4;2;B;46;47;6
474996;2021-01-17;349;M;3;0;B;56;66;7
475064;2021-01-17;289;F;3;4;C;31;39;7
475098;2021-01-17;696;M;2;0;B;24;24;5
475125;2021-01-17;524;F;4;3;C;53;62;5
475129;2021-01-17;816;M;4;0;C;72;89;6
475178;2021-01-17;488;M;3;2;B;43;51;5
475225;2021-01-17;798;M;5;2;B;62;73;7
475315;2021-01-17;585;F;2;4;B;69;86;7
475413;2021-01-17;686;F;3;2;A;60;72;6
475471;2021-01-17;948;M;4;0;C;69;78;6
475481;2021-01-17;57;M;2;0;B;28;29;5
475531;2021-01-17;415;F;3;0;B;41;43;4
475596;2021-01-17;525;M;1;4;B;32;32;6
475688;2021-01-17;23;M;3;0;B;3;3;3
475782;2021-01-17;92;M;4;1;B;21;22;7
475828;2021-01-17;311;F;4;0;C;41;42;5
475926;2021-01-17;263;M;3;0;B;57;68;6
475942;2021-01-17;462;F;4;0;A;47;52;6
476018;2021-01-17;668;M;1;0;A;56;66;6
476097;2021-01-17;504;M;3;0;B;27;28;4
476185;2021-01-17;139;F;3;3;B;6;6;2
476187;2021-01-17;61;M;1;2;B;45;46;6
476243;2021-01-17;662;F;1;1;B;66;79;6
476280;2021-01-17;673;F;5;1;B;21;22;5
476289;2021-01-17;120;F;4;3;A;26;26;5
476378;2021-01-17;50;M;4;0;B;10;10;3
476427;2021-01-17;302;F;4;3;C;14;14;4
476477;2021-01-17;566;F;4;0;B;68;81;6
476512;2021-01-17;603;M;3;0;B;27;29;6
476560;2021-01-17;459;F;3;2;B;71;89;7
476646;2021-01-17;649;F;3;0;B;16;18;3
476662;2021-01-17;963;M;3;0;B;44;48;6
476683;2021-01-17;762;F;2;0;B;66;78;6
476777;2021-01-17;732;F;3;4;B;11;12;5
476820;2021-01-17;567;F;1;0;C;3;3;2
476825;2021-01-17;901;F;4;1;B;30;32;4
476865;2021-01-17;539;M;2;0;C;56;60;6
476939;2021-01-17;172;M;2;0;B;13;14;5
476949;2021-01-17;767;F;1;0;B;4;5;2
477026;2021-01-17;8;F;3;0;B;64;88;6
477116;2021-01-17;972;M;4;0;C;11;11;5
477167;2021-01-17;416;M;3;2;C;29;30;4
477192;2021-01-17;884;F;3;2;C;12;12;4
477269;2021-01-17;594;F;3;1;C;72;85;7
477287;2021-01-17;865;F;1;0;B;12;12;2
477317;2021-01-17;643;F;4;0;C;38;42;6
477335;2021-01-17;216;F;1;2;B;61;74;7
477418;2021-01-17;380;M;3;4;B;68;72;6
477459;2021-01-17;24;F;4;0;C;33;37;5
477471;2021-01-17;501;M;1;0;B;55;59;7
477508;2021-01-17;830;F;5;1;B;60;72;6
477606;2021-01-17;167;M;1;1;A;40;45;5
477620;2021-01-17;397;F;1;0;B;65;72;6
477700;2021-01-17;782;M;3;3;B;4;4;2
477781;2021-01-17;722;F;4;0;B;64;76;7
477787;2021-01-17;926;M;1;0;B;59;68;6
477832;2021-01-17;485;M;3;3;B;70;80;6
477849;2021-01-17;392;M;2;2;C;8;8;3
477916;2021-01-17;192;F;4;0;B;44;50;5
477996;2021-01-17;89;F;3;3;C;17;18;3
478095;2021-01-17;277;F;1;3;B;64;68;7
478153;2021-01-17;749;F;4;1;B;70;88;6
478206;2021-01-17;778;F;2;2;A;10;10;3
478267;2021-01-17;663;F;4;0;B;59;66;6
478336;2021-01-17;825;M;1;2;C;42;45;6
478426;2021-01-17;593;M;4;1;B;73;88;6
478467;2021-01-17;376;F;3;0;B;23;23;7
478500;2021-01-17;715;F;3;4;B;8;8;3
478588;2021-01-17;804;F;4;3;B;65;76;7
478604;2021-01-17;611;M;4;0;B;32;35;6
478679;2021-01-18;630;M;1;2;C;4;4;3
478702;2021-01-18;739;F;2;3;B;6;6;3
478771;2021-01-18;796;M;2;3;B;72;84;7
478806;2021-01-18;749;F;4;1;B;65;77;5
478838;2021-01-18;981;F;4;1;C;60;71;6
478889;2021-01-18;235;F;4;0;B;14;14;3
478962;2021-01-18;460;F;1;3;B;16;16;5
479037;2021-01-18;252;M;2;2;B;7;7;4
479049;2021-01-18;994;M;4;0;C;68;86;6
479062;2021-01-18;736;M;1;0;C;70;81;6
479108;2021-01-18;344;M;3;0;B;40;44;6
479115;2021-01-18;447;M;2;0;B;35;40;6
479199;2021-01-18;568;F;4;1;A;58;70;6
479212;2021-01-18;470;M;3;1;B;7;7;4
479293;2021-01-18;10;M;1;0;B;25;26;5
479324;2021-01-18;547;F;3;4;C;60;66;5
479330;2021-01-18;452;M;1;3;B;43;49;5
479406;2021-01-18;292;F;2;0;C;30;32;5
479463;2021-01-18;319;M;1;4;B;45;50;5
479478;2021-01-18;157;M;1;1;C;18;19;5
479486;2021-01-18;971;F;1;2;A;29;30;6
479530;2021-01-21;769;F;3;3;C;65;80;5
479561;2021-01-21;418;M;2;2;A;69;84;5
479646;2021-01-21;502;M;4;0;C;33;35;6
479740;2021-01-21;425;F;3;0;B;69;79;6
479825;2021-01-21;789;F;5;1;B;13;13;4
479883;2021-01-21;995;M;3;1;B;33;36;4
479918;2021-01-21;225;M;4;0;C;16;16;3
479960;2021-01-21;936;F;3;2;B;28;31;4
480033;2021-01-21;268;M;4;0;B;9;9;3
480079;2021-01-21;237;F;4;3;C;45;49;4
480096;2021-01-21;800;M;1;0;C;5;5;4
480140;2021-01-21;866;M;2;2;C;48;61;6
480143;2021-01-21;534;M;4;1;C;30;32;5
480237;2021-01-21;80;F;2;1;C;53;56;5
480271;2021-01-21;415;F;3;0;B;51;60;6
480330;2021-01-21;283;M;4;1;B;22;22;5
480405;2021-01-21;491;M;2;1;A;72;87;6
480486;2021-01-21;600;M;2;4;C;69;84;5
480579;2021-01-21;630;M;1;2;C;54;62;7
480666;2021-01-21;536;M;4;0;B;24;25;4
480675;2021-01-21;141;M;3;4;B;37;43;5
480761;2021-01-21;376;F;3;0;B;35;38;4
480785;2021-01-21;237;F;4;3;C;49;51;6
480876;2021-01-21;610;M;2;0;B;47;53;6
480970;2021-01-21;978;F;3;0;C;53;60;6
480992;2021-01-21;918;F;2;4;C;62;76;6
481016;2021-01-21;853;M;5;2;A;48;56;5
481114;2021-01-21;349;M;3;0;B;34;41;5
481211;2021-01-21;646;F;1;0;B;46;53;5
481305;2021-01-21;354;F;2;0;B;11;11;4
481348;2021-01-21;119;F;3;2;B;37;41;5
481444;2021-01-21;955;F;3;2;C;31;35;4
481449;2021-01-21;714;M;1;0;B;1;1;1
481513;2021-01-21;195;M;4;0;B;3;3;1
481576;2021-01-21;901;F;4;1;B;56;70;6
481614;2021-01-21;52;F;1;0;A;26;27;5
481684;2021-01-21;516;M;1;0;C;40;44;5
481783;2021-01-21;339;F;4;0;C;54;66;6
481789;2021-01-21;914;M;2;4;B;12;13;4
481847;2021-01-21;486;M;4;0;B;79;89;7
481867;2021-01-21;142;F;1;0;B;20;20;6
481907;2021-01-21;642;M;2;3;B;61;68;5
481973;2021-01-21;736;M;1;0;C;34;37;5
481979;2021-01-21;463;M;3;3;B;1;1;1
482027;2021-01-23;340;M;3;4;B;3;3;3
482029;2021-01-23;185;F;3;0;C;58;71;7
482099;2021-01-23;454;F;1;0;B;52;54;6
482130;2021-01-23;746;M;3;0;C;30;32;5
482182;2021-01-23;829;F;3;4;B;54;63;5
482217;2021-01-23;357;M;2;2;C;18;18;4
482279;2021-01-23;271;F;4;0;B;42;45;6
482355;2021-01-23;22;M;1;0;B;49;62;5
482398;2021-01-23;616;F;1;2;C;30;30;5
482463;2021-01-23;869;F;3;0;B;17;19;5
482536;2021-01-23;374;F;3;0;B;30;32;4
482548;2021-01-23;547;F;3;4;C;14;15;5
482607;2021-01-23;689;M;2;0;C;13;13;2
482698;2021-01-23;221;F;1;0;B;7;7;3
482724;2021-01-23;742;M;1;1;C;35;41;6
482735;2021-01-23;461;M;3;4;C;27;27;4
482764;2021-01-23;418;M;2;2;A;58;71;5
482804;2021-01-23;728;M;2;0;A;41;48;5
482903;2021-01-23;605;M;4;2;B;39;43;5
482925;2021-01-23;398;F;4;1;B;9;9;3
482987;2021-01-23;454;F;1;0;B;67;78;6
483078;2021-01-23;741;M;3;0;B;53;66;5
483080;2021-01-23;712;F;2;3;B;54;58;6
483089;2021-01-23;44;F;4;0;C;38;40;6
483112;2021-01-23;34;M;2;0;C;30;30;5
483185;2021-01-23;284;M;4;1;B;73;84;6
483271;2021-01-23;679;F;3;3;B;17;19;4
483304;2021-01-23;630;M;1;2;C;20;22;4
483329;2021-01-23;377;F;1;0;B;11;11;4
483362;2021-01-23;71;F;3;1;B;14;14;4
483447;2021-01-23;710;F;3;1;C;45;49;5
483459;2021-01-23;227;F;3;0;C;21;22;6
483548;2021-01-23;444;F;2;0;B;55;64;6
483598;2021-01-23;925;M;2;0;C;35;38;5
483642;2021-01-23;75;M;1;0;B;60;68;6
483717;2021-01-23;877;M;2;0;C;31;33;6
483731;2021-01-23;526;M;2;2;B;26;27;5
483812;2021-01-23;717;F;3;0;B;39;44;5
483819;2021-01-23;663;F;4;0;B;6;6;3
483898;2021-01-23;239;M;4;2;C;67;88;5
483985;2021-01-23;617;F;4;3;C;27;28;6
484040;2021-01-23;948;M;4;0;C;9;9;3
484114;2021-01-23;810;M;1;0;B;69;80;6
484181;2021-01-23;115;M;4;0;B;4;4;2
484185;2021-01-23;469;M;4;2;C;38;40;5
484208;2021-01-23;500;M;3;2;C;71;79;5
484250;2021-01-23;775;F;2;3;B;47;51;6
484265;2021-01-23;395;F;4;1;B;59;64;5
484307;2021-01-23;856;F;5;1;B;44;48;6
484322;2021-01-23;598;F;4;0;B;61;77;7
484357;2021-01-23;509;F;2;3;C;47;52;4
484453;2021-01-23;17;M;4;0;B;63;70;6
484521;2021-01-23;971;F;1;2;A;63;68;6
484559;2021-01-23;858;F;4;2;C;4;4;2
484572;2021-01-23;56;F;2;3;B;14;14;3
484631;2021-01-23;586;F;4;2;B;23;23;4
484654;2021-01-23;558;F;5;2;C;64;71;6
484672;2021-01-23;496;F;2;0;B;61;68;7
484720;2021-01-23;846;F;4;3;C;73;87;6
484797;2021-01-23;308;M;4;0;B;20;20;7
484806;2021-01-23;498;M;3;2;B;6;6;2
484865;2021-01-23;861;M;3;0;B;40;44;6
484918;2021-01-23;202;M;1;0;B;23;27;6
484956;2021-01-23;495;F;2;3;A;25;25;5
485049;2021-01-23;534;M;4;1;C;68;78;5
485055;2021-01-23;994;M;4;0;C;14;14;3
485072;2021-01-23;852;M;2;3;B;38;41;5
485155;2021-01-23;18;M;4;0;C;19;19;4
485220;2021-01-23;793;M;1;3;B;7;7;3
485271;2021-01-23;74;M;3;0;C;53;67;6
485343;2021-01-23;397;F;1;0;B;63;70;6
485349;2021-01-23;38;M;3;0;B;52;59;5
485386;2021-01-23;672;F;4;0;B;69;80;6
485405;2021-01-23;163;F;3;0;A;14;14;5
485418;2021-01-23;97;F;4;1;B;64;74;6
485496;2021-01-23;601;M;4;0;A;44;51;4
485505;2021-01-23;113;F;3;0;B;45;52;4
485584;2021-01-23;866;M;2;2;C;57;74;6
485674;2021-01-23;662;F;1;1;B;16;16;5
485693;2021-01-23;847;M;4;2;A;28;30;6
485748;2021-01-23;521;F;1;0;A;37;41;5
485773;2021-01-23;499;M;3;0;B;11;11;3
485816;2021-01-23;872;M;3;4;A;45;54;5
485851;2021-01-23;799;M;4;3;C;35;38;4
485866;2021-01-23;747;M;1;0;B;41;45;5
485869;2021-01-28;39;M;2;0;C;10;10;5
485953;2021-01-28;166;F;1;0;B;24;24;5
485973;2021-01-28;763;F;4;0;B;10;10;5
486067;2021-01-28;848;F;5;3;A;60;72;6
486098;2021-01-28;669;F;4;0;B;13;13;4
486113;2021-01-28;641;F;4;0;C;57;66;5
486168;2021-01-28;332;F;3;4;C;35;41;5
486205;2021-01-28;963;M;3;0;B;7;7;4
486240;2021-01-28;147;M;1;0;A;59;62;6
486266;2021-01-28;660;F;3;0;C;38;41;6
486269;2021-01-28;162;F;1;1;B;23;23;4
486361;2021-01-28;883;M;1;0;B;70;85;6
486415;2021-01-28;89;F;3;3;C;55;58;6
486510;2021-01-28;264;F;4;1;B;29;31;6
486538;2021-01-28;643;F;4;0;C;27;27;6
486616;2021-01-28;450;M;1;0;B;60;68;6
486677;2021-01-28;259;M;1;1;B;24;27;4
486741;2021-01-28;217;F;3;0;B;52;58;6
486792;2021-01-28;686;F;3;2;A;71;83;6
486815;2021-01-28;731;M;3;4;B;42;48;5
486905;2021-01-28;983;F;4;0;C;47;50;6
486926;2021-01-28;260;F;2;0;C;5;5;3
486937;2021-01-28;244;M;4;0;B;50;57;4
486992;2021-01-28;409;F;3;4;B;28;30;5
487085;2021-01-28;274;M;1;1;B;49;58;6
487162;2021-01-28;461;M;3;4;C;65;78;6
487179;2021-01-28;985;M;1;0;B;49;61;6
487181;2021-01-28;441;M;4;2;B;26;27;5
487261;2021-01-28;917;M;1;0;A;53;61;6
487331;2021-01-28;962;M;3;4;B;33;34;5
487375;2021-01-28;444;F;2;0;B;22;25;5
487474;2021-01-28;112;M;4;0;B;4;4;3
487482;2021-01-28;624;M;4;0;B;38;46;6
487570;2021-01-28;848;F;5;3;A;6;6;3
487585;2021-01-28;436;M;2;4;B;13;13;3
487597;2021-01-28;420;M;3;0;B;40;42;5
487664;2021-01-28;408;F;4;0;B;1;1;1
487685;2021-01-28;325;M;1;3;B;75;87;6
487725;2021-01-28;717;F;3;0;B;37;43;6
487771;2021-01-28;737;F;2;1;C;58;65;5
487784;2021-01-28;583;F;2;0;B;67;77;6
487810;2021-01-28;941;M;2;3;B;44;48;6
487871;2021-01-28;468;M;3;1;C;57;68;5
487877;2021-01-28;531;F;3;1;B;41;43;5
487902;2021-01-28;599;F;1;4;C;17;17;4
487906;2021-01-28;139;F;3;3;B;13;13;5
487981;2021-01-28;598;F;4;0;B;69;80;6
488032;2021-01-28;656;M;2;0;C;24;26;5
488122;2021-01-28;245;F;4;3;B;55;57;7
488153;2021-01-28;356;M;2;4;A;6;7;2
488231;2021-01-28;28;F;1;2;B;35;41;4
488273;2021-01-28;809;F;3;3;B;62;65;5
488321;2021-01-28;905;M;1;0;B;67;78;6
488415;2021-01-28;729;M;3;0;B;19;20;3
488429;2021-01-28;709;F;3;0;B;54;59;6
488464;2021-01-28;708;F;2;2;B;48;53;6
488530;2021-01-28;310;M;4;3;C;56;64;6
488546;2021-01-28;880;M;3;2;B;30;35;5
488632;2021-01-28;727;M;4;2;C;59;70;6
488660;2021-01-28;178;M;3;0;A;4;4;2
488694;2021-01-28;337;M;3;0;B;66;78;5
488746;2021-01-28;803;F;2;0;A;47;58;6
488756;2021-01-28;957;M;2;3;B;53;63;5
488804;2021-01-28;946;M;3;0;B;72;84;7
488846;2021-01-28;225;M;4;0;C;34;35;5
488852;2021-01-02;966;F;4;2;B;53;62;5
488869;2021-01-02;180;M;3;4;B;30;32;5
488910;2021-01-02;543;M;2;2;B;28;28;6
488945;2021-01-02;269;F;3;3;B;62;69;5
488990;2021-01-02;633;F;3;0;C;19;20;4
489051;2021-01-02;204;F;3;3;B;34;37;5
489061;2021-01-02;759;F;3;0;B;19;19;4
489103;2021-01-02;435;F;2;0;C;46;54;6
489190;2021-01-02;282;M;2;0;B;71;81;7
489282;2021-01-02;360;M;4;0;B;17;18;4
489335;2021-01-02;537;F;1;4;B;11;11;3
489421;2021-01-02;967;F;1;0;B;37;38;6
489505;2021-01-02;677;M;4;0;B;61;71;5
489575;2021-01-02;385;F;2;0;B;65;87;6
489604;2021-01-02;197;F;2;0;B;68;85;6
489635;2021-01-02;241;M;4;1;B;71;86;5
489711;2021-01-02;184;M;1;3;B;68;84;6
489793;2021-01-02;800;M;1;0;C;70;89;5
489797;2021-01-02;28;F;1;2;B;38;38;6
489855;2021-01-02;592;F;2;0;C;64;79;4
489905;2021-01-02;493;M;2;4;B;30;30;6
489995;2021-01-02;615;M;1;4;C;62;76;7
490024;2021-01-02;189;F;3;4;C;3;3;3
490094;2021-01-02;201;M;3;0;B;47;55;7
490135;2021-01-02;814;M;4;0;B;17;17;2
490189;2021-01-02;180;M;3;4;B;9;9;4
490250;2021-01-02;87;M;3;2;A;55;68;6
490334;2021-01-02;628;M;3;0;B;19;19;4
490402;2021-01-02;655;M;2;0;B;31;32;5
490465;2021-01-02;982;M;4;3;B;13;14;6
490508;2021-01-02;971;F;1;2;A;1;1;1
490563;2021-01-02;610;M;2;0;B;28;31;7
490592;2021-01-02;812;F;2;0;A;13;13;2
490608;2021-01-02;940;F;1;3;B;44;45;5
490690;2021-01-02;69;M;4;3;A;58;65;5
490761;2021-01-02;909;M;3;0;B;72;89;6
490780;2021-01-02;561;M;2;0;B;43;48;5
490815;2021-01-02;347;F;4;0;B;18;19;3
490829;2021-01-02;554;F;3;0;A;22;23;5
490866;2021-01-02;812;F;2;0;A;15;16;5
490938;2021-01-02;72;F;2;0;A;42;45;7
491002;2021-01-02;324;F;3;3;B;58;64;7
491049;2021-01-02;382;F;3;0;C;19;21;4
491144;2021-01-02;815;F;2;4;B;63;71;6
491175;2021-01-02;615;M;1;4;C;37;39;5
491224;2021-01-02;973;F;4;0;B;20;20;4
491242;2021-01-02;55;F;3;0;B;31;33;6
491267;2021-01-02;968;F;1;0;B;39;49;6
491345;2021-01-02;409;F;3;4;B;25;29;5
491365;2021-01-02;139;F;3;3;B;19;20;6
491458;2021-01-02;40;M;2;1;B;19;20;5
491466;2021-01-02;981;F;4;1;C;50;53;6
491520;2021-01-02;956;M;5;1;C;6;6;3
491538;2021-01-02;533;F;4;0;A;48;56;5
491621;2021-01-02;617;F;4;3;C;66;70;6
491707;2021-08-02;250;F;4;1;B;7;7;3
491802;2021-08-02;759;F;3;0;B;20;20;5
491901;2021-08-02;112;M;4;0;B;7;8;4
491936;2021-08-02;621;F;4;0;B;50;56;6
491956;2021-08-02;3;F;4;0;B;59;66;5
492004;2021-08-02;75;M;1;0;B;57;63;6
492051;2021-08-02;79;F;2;0;C;66;81;6
492117;2021-08-02;481;M;3;0;B;7;8;3
492173;2021-08-02;929;M;4;0;B;63;75;7
492249;2021-08-02;53;M;1;1;B;51;56;7
492340;2021-08-02;914;M;2;4;B;40;41;5
492412;2021-08-02;229;M;2;2;C;4;4;3
492433;2021-08-02;182;F;1;4;B;19;22;4
492484;2021-08-02;49;M;2;0;C;74;89;6
492529;2021-08-02;3;F;4;0;B;45;50;5
492574;2021-08-02;329;F;3;0;B;24;24;6
492628;2021-08-02;978;F;3;0;C;63;77;5
492676;2021-08-02;982;M;4;3;B;33;35;6
492707;2021-08-02;214;F;4;0;B;67;85;7
492801;2021-08-02;341;M;2;0;C;69;83;6
492885;2021-08-02;496;F;2;0;B;24;26;5
492984;2021-08-02;839;F;1;3;B;11;11;3
493078;2021-08-02;61;M;1;2;B;44;52;4
493127;2021-08-02;222;F;4;0;B;21;22;3
493187;2021-08-02;962;M;3;4;B;22;24;4
493276;2021-08-02;431;F;4;3;B;47;55;6
493340;2021-08-02;539;M;2;0;C;64;76;5
493360;2021-08-02;424;M;1;4;B;30;38;4
493387;2021-08-02;210;M;2;2;C;62;67;6
493446;2021-08-02;449;F;2;3;B;60;67;6
493447;2021-08-02;247;M;1;0;B;52;57;5
493467;2021-09-02;545;M;2;2;B;41;48;5
493529;2021-09-02;700;F;4;2;C;57;67;6
493606;2021-09-02;936;F;3;2;B;60;77;6
493636;2021-09-02;612;F;3;4;B;8;8;3
493692;2021-09-02;580;M;3;0;B;55;66;6
493765;2021-09-02;383;M;1;3;C;46;54;5
493809;2021-09-02;390;F;2;0;B;68;77;6
493814;2021-09-02;542;M;3;1;B;40;42;5
493850;2021-09-02;240;M;4;0;B;56;62;6
493907;2021-09-02;755;M;3;4;B;31;32;5
494002;2021-09-02;740;F;1;4;C;45;48;7
494063;2021-09-02;942;M;1;0;B;19;19;6
494126;2021-09-02;174;M;4;3;C;75;89;6
494191;2021-09-02;937;M;3;4;C;6;6;3
494214;2021-09-02;225;M;4;0;C;44;49;6
494260;2021-09-02;51;F;3;0;B;62;70;5
494308;2021-09-02;329;F;3;0;B;49;52;6
494405;2021-09-02;828;F;2;4;B;43;44;5
494428;2021-09-02;579;F;3;0;B;58;70;6
494478;2021-09-02;206;F;3;1;C;75;86;6
494550;2021-09-02;765;F;5;1;B;22;24;5
494608;2021-09-02;185;F;3;0;C;51;57;6
494621;2021-09-02;214;F;4;0;B;26;27;5
494633;2021-09-02;867;M;2;3;B;69;78;7
494660;2021-09-02;872;M;3;4;A;12;12;3
494706;2021-09-02;573;F;1;0;C;42;44;5
494739;2021-09-02;463;M;3;3;B;63;82;5
494782;2021-09-02;22;M;1;0;B;26;27;6
494878;2021-09-02;602;M;3;0;B;37;37;5
494943;2021-09-02;240;M;4;0;B;63;76;4
495014;2021-09-02;626;M;3;1;C;12;12;4
495097;2021-09-02;307;M;1;0;B;22;24;5
495185;2021-09-02;812;F;2;0;A;7;8;4
495218;2021-09-02;638;M;3;1;B;53;58;6
495315;2021-09-02;956;M;5;1;C;68;79;6
495397;2021-09-02;404;M;4;0;B;56;63;7
495472;2021-09-02;52;F;1;0;A;43;53;5
495548;2021-09-02;831;F;4;2;B;22;24;6
495557;2021-09-02;831;F;4;2;B;68;83;7
495608;2021-09-02;347;F;4;0;B;68;79;6
495639;2021-09-02;360;M;4;0;B;24;24;5
495678;2021-09-02;958;M;2;3;B;54;66;6
495701;2021-09-02;469;M;4;2;C;24;31;4
495730;2021-09-02;388;F;4;3;B;70;83;6
495829;2021-09-02;302;F;4;3;C;61;79;5
495910;2021-09-02;872;M;3;4;A;55;68;6
495990;2021-09-02;693;F;4;0;B;71;87;6
496022;2021-09-02;796;M;2;3;B;30;32;5
496045;2021-09-02;625;F;4;0;C;62;73;5
496139;2021-09-02;550;M;4;0;B;42;48;5
496170;2021-09-02;423;F;5;2;A;60;70;6
496212;2021-09-02;771;F;4;0;B;53;64;5
496242;2021-02-14;882;F;4;1;B;31;31;6
496280;2021-02-14;459;F;3;2;B;77;89;5
496341;2021-02-14;484;M;3;2;C;42;46;6
496366;2021-02-14;245;F;4;3;B;54;58;6
496399;2021-02-14;891;F;3;2;B;38;42;5
496433;2021-02-14;208;M;3;0;B;9;11;4
496501;2021-02-14;723;M;4;0;B;30;32;5
496571;2021-02-14;411;F;2;0;B;65;75;5
496633;2021-02-14;760;F;2;0;A;31;36;5
496672;2021-02-14;375;M;4;0;B;46;51;4
496743;2021-02-14;976;M;4;2;B;75;86;6
496810;2021-02-14;692;F;4;0;B;59;64;7
496878;2021-02-14;166;F;1;0;B;68;74;6
496916;2021-02-14;559;F;3;1;A;14;15;5
496956;2021-02-14;409;F;3;4;B;1;1;1
497017;2021-02-14;663;F;4;0;B;61;68;6
497113;2021-02-14;171;F;3;1;B;31;31;6
497163;2021-02-14;578;M;4;0;B;61;66;5
497235;2021-02-14;819;M;4;0;B;53;65;6
497246;2021-02-14;937;M;3;4;C;67;73;6
497308;2021-02-14;422;F;2;4;C;71;88;7
497402;2021-02-14;58;M;2;2;B;64;74;6
497488;2021-02-14;624;M;4;0;B;9;9;4
497542;2021-02-14;709;F;3;0;B;22;24;5
497565;2021-02-14;257;M;1;4;C;27;32;6
497615;2021-02-14;222;F;4;0;B;37;40;5
497696;2021-02-14;128;F;2;0;B;18;18;4
497722;2021-02-14;566;F;4;0;B;43;52;6
497738;2021-02-14;999;M;2;2;C;51;56;7
497798;2021-02-14;872;M;3;4;A;55;64;6
497837;2021-02-14;520;M;1;0;B;60;74;6
497866;2021-02-14;592;F;2;0;C;24;24;5
497926;2021-02-14;227;F;3;0;C;15;17;3
498014;2021-02-14;922;M;1;0;B;60;65;6
